restaurant_id,n_samples,rmse,mae,mean_actual,mean_predicted,category
18421058,37,0.11270283046685456,0.09525609509033314,6.216216216216216,6.200901000359681,best
18354985,37,0.11886664223332452,0.09496398470416335,8.783783783783784,8.82292258367435,best
304062,37,0.11977765293137689,0.10220611599474608,7.945945945945946,7.9702381382312275,best
18317481,37,0.12262518442878036,0.09306497452289096,5.243243243243243,5.234002082317913,best
